#NR_SVs chm13
#chr	outermost_start	outermost_stop	variant_count	variant_type	method	analysis	platform	study	variant	clinical_assertion	clinvar_accession	bin_size
chr7	74255714	76458851	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15146741	Pathogenic	RCV000137731.4;VCV000148663.2	large
chr7	74367009	75935111	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15154519	Pathogenic	RCV000682887.2;VCV000563398.2	large
chr7	74367009	75963390	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15151509	Pathogenic	RCV000682888.2;VCV000563399.2	large
chr7	74367009	75985816	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15152109	Pathogenic	RCV000512328.2;VCV000442483.2	large
chr7	74367009	76478834	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15153678	Pathogenic	RCV000682898.1;VCV000563409.1	large
chr7	74375685	75942556	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15148173	Pathogenic	RCV000141703.4;VCV000153242.2	large
chr7	74375685	75953360	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15149887	Pathogenic	RCV000510938.2;VCV000443615.2	large
chr7	74392575	75981370	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15147399	Pathogenic	RCV000138102.4;VCV000149043.2	large
chr7	74392575	76086284	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15148904	Pathogenic	RCV000140718.5;VCV000152064.2	large
chr7	74392616	75941151	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15174166	Likely pathogenic	RCV000754986.3;VCV000559583.3	large
chr7	74436181	75976518	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15128409	Pathogenic	RCV000453854.2;VCV000398882.2	large
chr7	74445849	75931188	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15150793	Pathogenic	RCV000512332.2;VCV000442171.2	large
chr7	74445849	75952848	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16254014	Pathogenic	RCV001258797.2;VCV000979621.2	large
chr7	74450640	75950540	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18830985	Pathogenic	RCV003319591.1;VCV002574694.1	large
chr7	74463325	75931088	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15149513	Pathogenic	RCV000510884.2;VCV000443008.2	large
chr7	74463453	75931188	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15151227	Pathogenic	RCV000512048.2;VCV000443917.2	large
chr7	74471915	75977620	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15126184	Pathogenic	RCV000449804.2;VCV000397811.2	large
chr7	74473113	75943020	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17976854	Pathogenic	RCV002280765.1;VCV001703677.1	large
chr7	74478269	75942450	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15150228	Pathogenic	RCV000511487.2;VCV000442110.2	large
chr7	74480746	75927514	2	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15147014;nssv15147017	Pathogenic	RCV000051967.5;VCV000058219.2;RCV000051986.6;VCV000058237.2	large
chr7	74480746	75930275	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15147458	Pathogenic	RCV000138356.6;VCV000149309.3	large
chr7	74480746	75931008	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15146773	Pathogenic	RCV000143390.4;VCV000155323.2	large
chr7	74480746	75981370	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15148877	Pathogenic	RCV000139121.4;VCV000150236.2	large
chr7	74480746	76041408	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15146395	Pathogenic	RCV000051989.6;VCV000058238.2	large
chr7	74486296	75934803	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15147556	Pathogenic	RCV000142341.4;VCV000154259.2	large
chr7	74486583	75927514	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15146449	Pathogenic	RCV000053146.6;VCV000059317.2	large
chr7	74486693	75857816	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15151508	Pathogenic	RCV000682883.2;VCV000563394.2	large
chr7	74486693	75930204	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15150733	Pathogenic	RCV000512105.2;VCV000443396.2	large
chr7	74487187	75931188	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15154518	Pathogenic	RCV000682886.3;VCV000563397.3	large
chr7	74503506	75921265	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17955880	Pathogenic	RCV001801209.1;VCV001330192.1	large
chr7	74504438	75930204	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18830970	Pathogenic	RCV003320440.1;VCV002575239.1	large
chr7	74504439	75928648	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15146933	Pathogenic	RCV000225382.1;VCV000236380.1	large
chr7	74509141	75929788	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16215249	Pathogenic	RCV001194543.1;VCV000929343.1	large
chr7	74512734	75925308	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15146396	Pathogenic	RCV000051990.5;VCV000058239.2	large
chr7	74512803	75928870	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15159763	Pathogenic	RCV000754333.1;VCV000545349.1	large
chr7	74523267	75928870	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15160831	Pathogenic	RCV000754334.1;VCV000545350.1	large
chr7	74530151	75933013	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15167739	Pathogenic	RCV000746795.2;VCV000610159.2	large
chr7	74552281	75921428	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15146450	Pathogenic	RCV000053151.4;VCV000059320.1	large
chr7	74552480	75921282	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15147327	Pathogenic	RCV000136042.4;VCV000146803.2	large
chr7	74552481	75830756	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17976654	Pathogenic	RCV002279739.1;VCV001341969.1	large
chr7	74552481	75921287	2	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15146175;nssv15148276	Pathogenic	RCV000050379.7;VCV000032380.2;RCV000148080.3;VCV000160822.1	large
chr7	74552481	76269697	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15148970	Pathogenic	RCV000142690.4;VCV000154623.2	large
chr7	75238593	75336557	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15119921	Pathogenic	RCV000053572.6;VCV000059712.1	medium
chr7	75732132	75926400	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17955524	Pathogenic	RCV001171637.1;VCV000916130.1	medium
chr7	75976397	75983092	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18792851	Likely pathogenic	RCV003226658.1;VCV002501061.1	medium
chr7	75979560	75979640	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16215037	Pathogenic	RCV001090292.11;VCV000870704.16	medium
chr7	79444224	94953125	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17970229	Pathogenic	RCV002053701.3;VCV001527369.3	large
chr7	89097783	101975764	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16867381	Pathogenic	RCV001352649.1;VCV001047880.1	large
chr7	89936136	91421066	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15137824	Pathogenic	RCV000142599.5;VCV000154532.2	large
chr7	93476670	93479066	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15152985	Likely pathogenic	RCV000538692.6;VCV000468202.6	medium
chr7	95641722	95654243	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17683640	Pathogenic	RCV000018812.30;VCV000017271.1	medium
chr7	95643792	95644365	2	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15144849;nssv17974095	Pathogenic	RCV000708538.1;VCV000584403.9;RCV001861931.5;VCV000584403.9	medium
chr7	95643792	95644808	2	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15773871;nssv17974137	Pathogenic	RCV000793490.1;VCV000640462.9;RCV001869252.5;VCV000640462.9	medium
chr7	97367606	97367764	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17172828	Pathogenic	RCV001384565.5;VCV001071973.5	medium
chr7	97405923	97444889	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973573	Likely pathogenic	RCV002024226.2;VCV001518932.2	medium
chr7	97513081	97532856	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18790866	Likely pathogenic	RCV003116721.2;VCV002425926.2	medium
chr7	102845714	106746662	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15132274	Pathogenic	RCV000050705.6;VCV000057092.1	large
chr7	104903982	104925225	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16214741	Likely pathogenic	RCV001031634.3;VCV000831042.3	medium
chr7	106847013	106861534	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16866941	Likely pathogenic	RCV001323942.6;VCV001023836.6	medium
chr7	108564430	108574457	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973976	Likely pathogenic	RCV002048675.3;VCV001516056.3	medium
chr7	108738371	130622592	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17970243	Pathogenic	RCV002053715.3;VCV001527383.3	large
chr7	108988286	108988396	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15131560	Likely pathogenic	RCV000601023.4;VCV000517189.4	medium
chr7	108990302	108999690	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16212582	Likely pathogenic	RCV001033552.3;VCV000833093.3	medium
chr7	109005170	109028759	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973277	Likely pathogenic	RCV002011556.2;VCV001510158.2	medium
chr7	111279806	115560015	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16206899	Likely pathogenic	RCV001005995.1;VCV000815018.1	large
chr7	111834646	114101387	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15145249	Likely pathogenic	RCV000754324.1;VCV000545340.1	large
chr7	114199754	115415992	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17977091	Pathogenic	RCV002285048.1;VCV001706493.1	large
chr7	114889480	116408153	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15134432	Pathogenic	RCV000053574.4;VCV000059714.1	large
chr7	116357041	118002823	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15121957	Pathogenic	RCV000053575.6;VCV000059715.1	large
chr7	118815364	118815365	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16297090	Pathogenic	RCV001009544.1;VCV000818160.1	small
chr7	118819572	118930085	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17172297	Likely pathogenic	RCV001379362.3;VCV001067958.3	medium
chr7	118824355	118824483	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16214696	Likely pathogenic	RCV001032390.3;VCV000831863.3	medium
chr7	118824474	118922023	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18830929	Likely pathogenic	RCV003236440.1;VCV002506209.1	medium
chr7	118846222	118919155	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973349	Likely pathogenic	RCV002014258.3;VCV001510967.3	medium
chr7	118863990	118968292	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15755793	Pathogenic	RCV000785769.1;VCV000634913.1	medium
chr7	118922009	118930085	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16214727	Pathogenic	RCV001032068.4;VCV000831516.4	medium
chr7	118942831	118942832	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18329420	Likely pathogenic	RCV002468871.1;VCV001804133.1	small
chr7	126152660	126152815	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973896	Likely pathogenic	RCV002043922.2;VCV001520287.3	medium
chr7	130059622	135339660	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15132342	Pathogenic	RCV000051072.4;VCV000057379.1	large
chr7	130170042	130170043	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18786481	Pathogenic	RCV002899966.1;VCV002039536.1	small
chr7	142230527	142355247	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15142780	Likely pathogenic	RCV000448327.3;VCV000394939.3	medium
chr7	142908978	142909057	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18786983	Likely pathogenic	RCV003119901.2;VCV002426460.2	medium
chr7	144105000	144105263	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15143921	Pathogenic	RCV000707961.4;VCV000583681.4	medium
chr7	144105000	144108759	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15144759	Likely pathogenic	RCV000708301.6;VCV000584097.6	medium
chr7	144105187	144108795	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15129830	Likely pathogenic	RCV000460981.1;VCV000417552.1	medium
chr7	144105198	144108292	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15125264	Pathogenic	RCV000258047.1;VCV000267330.1	medium
chr7	144105542	144108129	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16596284	Pathogenic	RCV001250210.8;VCV000973568.3	medium
chr7	144107473	144108759	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15770454	Likely pathogenic	RCV000807249.1;VCV000651824.1	medium
chr7	144107483	144108749	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15771010	Likely pathogenic	RCV000823964.2;VCV000665642.2	medium
chr7	145803604	145946576	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18789445	Likely pathogenic	RCV003111490.2;VCV002426754.2	medium
chr7	147954672	148020347	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18790845	Likely pathogenic	RCV003116698.2;VCV002425903.4	medium
chr7	148020114	148020347	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18790843	Likely pathogenic	RCV003116696.1;VCV002425901.4	medium
chr7	148224235	148312824	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18790846	Likely pathogenic	RCV003116700.2;VCV002425905.4	medium
chr7	148224245	148480607	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17172096	Likely pathogenic	RCV001377405.4;VCV001066418.5	medium
chr7	148526161	155007956	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15133736	Pathogenic	RCV000135825.4;VCV000146558.2	large
chr7	149083547	149083743	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973572	Likely pathogenic	RCV002024117.3;VCV001518777.5	medium
chr7	149157861	149158028	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16214662	Likely pathogenic	RCV001033141.2;VCV000832667.2	medium
chr7	149638060	158939562	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17957540	Pathogenic	RCV001827941.1;VCV001340734.1	large
chr7	151291485	155338015	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15135858	Likely pathogenic	RCV000138566.4;VCV000149569.2	large
chr7	152120171	152125744	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15131617	Likely pathogenic	RCV000631879.2;VCV000527123.2	medium
chr7	152120233	152120234	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15144113	Likely pathogenic	RCV000691645.1;VCV000570715.1	small
chr7	152120252	152120253	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16215131	Pathogenic	RCV000496674.1;VCV000431374.1	small
chr7	153244764	153620845	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15775961	Pathogenic	RCV000848318.2;VCV000687627.2	medium
chr7	154055006	157578411	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15151514	Likely pathogenic	RCV000682903.1;VCV000563414.1	large
chr7	156347575	158980016	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15149875	Likely pathogenic	RCV000510598.2;VCV000443709.2	large
chr7	156947791	156996889	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15153170	Likely pathogenic	RCV000677921.2;VCV000560044.2	medium
chr7	157538453	158127365	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18326301	Pathogenic	RCV000005185.3;VCV000004904.2	medium
chr7	157855364	158077660	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15130483	Pathogenic	RCV000735861.1;VCV000585197.1	medium
chr7	157934675	158014372	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15119664	Pathogenic	RCV000005180.4;VCV000004901.2	medium
chr7	157958947	158005706	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15123004	Pathogenic	RCV000144892.4;VCV000157547.1	medium
chr7	157965867	158041840	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15122341	Pathogenic	RCV000144893.4;VCV000157548.1	medium
chr7	157973196	157989845	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15122340	Pathogenic	RCV000144891.4;VCV000157546.1	medium
chr7	158181900	158194583	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15133812	Pathogenic	RCV000136024.4;VCV000146784.2	medium
chr7	159830470	160334351	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15145251	Likely pathogenic	RCV000754329.1;VCV000545345.1	medium
chr7	159949941	160420751	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15145252	Likely pathogenic	RCV000754330.1;VCV000545346.1	medium
chr7	160080008	160562120	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15168696	Pathogenic	RCV000747236.2;VCV000610600.2	medium
chr7	160288124	160563748	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15145058	Likely pathogenic	RCV000754331.1;VCV000545347.1	medium
chr8	6160161	6397696	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15124080	Pathogenic	RCV000240042.1;VCV000253663.1	medium
chr8	7552044	11721982	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15161764	Pathogenic	RCV000134177.5;VCV000144766.2	large
chr8	7683857	11521295	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15161787	Likely pathogenic	RCV000137864.5;VCV000148798.2	large
chr8	7709954	11508091	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16206933	Pathogenic	RCV001006062.2;VCV000815085.2	large
chr8	7708784	11508091	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15775975	Pathogenic	RCV000848343.2;VCV000687652.2	large
chr8	7646165	11508091	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15154576	Pathogenic	RCV000683028.2;VCV000563539.2	large
chr8	7646164	11508091	2	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15772546;nssv15775056	Pathogenic	RCV000847864.2;VCV000687158.2;RCV000846764.2;VCV000686056.2	large
chr8	7646164	11508090	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15161371	Pathogenic	RCV000143280.6;VCV000155213.2	large
chr8	7692714	11507988	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17976856	Pathogenic	RCV002280755.1;VCV001703667.1	large
chr8	7702918	11507987	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15772722	Pathogenic	RCV000848227.2;VCV000687528.2	large
chr8	7655905	11498431	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15772270	Pathogenic	RCV000847249.2;VCV000686541.2	large
chr8	7737950	11495797	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15169230	Pathogenic	RCV000747347.2;VCV000610711.2	large
chr8	7693485	11489497	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15168779	Pathogenic	RCV000747348.2;VCV000610712.2	large
chr8	7624165	11488567	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15755200	Likely pathogenic	RCV000787445.2;VCV000635939.2	large
chr8	7832087	11481861	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15154574	Pathogenic	RCV000683025.2;VCV000563536.2	large
chr8	7791820	11470520	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15161051	Pathogenic	RCV000053484.6;VCV000161001.2	large
chr8	7755876	11407379	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15161506	Pathogenic	RCV000053485.8;VCV000059638.3	large
chr8	7712383	11407379	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15161743	Pathogenic	RCV000053489.7;VCV000059640.3	large
chr8	8675451	10980194	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15138163	Pathogenic	RCV000141557.6;VCV000153058.2	large
chr8	7755876	9770200	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15161732	Pathogenic	RCV000052154.6;VCV000058400.3	large
chr8	8993311	9645394	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15154561	Likely pathogenic	RCV000682994.1;VCV000563505.1	medium
chr8	7709294	9486628	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15141083	Likely pathogenic	RCV000510273.2;VCV000441602.2	large
chr8	7755935	8299750	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15161350	Pathogenic	RCV000141378.5;VCV000152873.3	medium
chr8	7888333	8235069	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15139589	Likely pathogenic	RCV000445792.3;VCV000395550.3	medium
chr8	7744016	8194203	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17955586	Likely pathogenic	RCV001751799.7;VCV001184828.3	medium
chr8	12877786	28903720	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15148855	Pathogenic	RCV000138244.5;VCV000149191.2	large
chr8	12937106	30307846	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16255695	Likely pathogenic	RCV001260030.1;VCV000980854.1	large
chr8	12937106	33103844	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15150615	Pathogenic	RCV000510571.2;VCV000442982.2	large
chr8	12988724	26365467	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15153081	Pathogenic	RCV000626542.2;VCV000523288.2	large
chr8	12988752	14701644	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15140907	Pathogenic	RCV000446196.3;VCV000395533.3	large
chr8	12988752	27193622	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15146955	Pathogenic	RCV000239945.2;VCV000253392.2	large
chr8	12991881	30459396	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15148099	Pathogenic	RCV000136825.5;VCV000147664.2	large
chr8	12998662	20701964	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15148033	Pathogenic	RCV000135294.7;VCV000145968.3	large
chr8	13016927	29723744	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15146541	Pathogenic	RCV000053633.7;VCV000059767.2	large
chr8	13053428	21218748	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15147179	Pathogenic	RCV000053634.8;VCV000059768.2	large
chr8	20187137	26951188	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17976648	Pathogenic	RCV002279745.1;VCV001341975.1	large
chr8	20221006	20223066	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17683629	Pathogenic	RCV000001585.3;VCV000001521.1	medium
chr8	20886143	29407075	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv8640011	Pathogenic	RCV000203434.3;VCV000219026.4	large
chr8	21925801	23276888	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15146542	Pathogenic	RCV000053636.4;VCV000059770.1	large
chr8	31424677	31424678	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17171464	Pathogenic	RCV001383487.2;VCV001071111.2	small
chr8	38175833	42642030	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15121963	Pathogenic	RCV000053648.6;VCV000059782.1	large
chr8	38422255	38422256	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18786485	Pathogenic	RCV002907793.1;VCV002039092.1	small
chr8	40237417	43950994	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15138444	Pathogenic	RCV000142663.4;VCV000154596.2	large
chr8	40258299	43806654	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15119925	Pathogenic	RCV000053650.4;VCV000059784.1	large
chr8	41111260	43807300	1	copy_number_gain	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15140401	Pathogenic	RCV000446823.3;VCV000394062.3	large
chr8	43442636	43442686	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17172044	Likely pathogenic	RCV001376901.3;VCV001066020.3	medium
chr8	52801978	53038211	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15145254	Likely pathogenic	RCV000754346.1;VCV000545362.1	medium
chr8	52802245	53040127	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15145514	Likely pathogenic	RCV000754347.1;VCV000545363.1	medium
chr8	52853740	53240751	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15145063	Likely pathogenic	RCV000754348.1;VCV000545364.1	medium
chr8	52917293	53089455	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15145064	Likely pathogenic	RCV000754349.1;VCV000545365.1	medium
chr8	52918020	53226833	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15145515	Likely pathogenic	RCV000754350.1;VCV000545366.1	medium
chr8	52932637	53215688	1	duplication	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15145516	Likely pathogenic	RCV000754351.1;VCV000545367.1	medium
