#ClinGen Region Curation Results
#26 Dec,2024
#Genomic Locations are reported on chm13 (hs1): GCA_009914755.4
#https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen
#to create link: https://www.ncbi.nlm.nih.gov/projects/dbvar/clingen/clingen_region.cgi?id=key
#ISCA ID	ISCA Region Name	cytoBand	Genomic Location	Haploinsufficiency Score	Haploinsufficiency Description	Haploinsufficiency PMID1	Haploinsufficiency PMID2	Haploinsufficiency PMID3	Haploinsufficiency PMID4	Haploinsufficiency PMID5	Haploinsufficiency PMID6	Triplosensitivity Score	Triplosensitivity Description	Triplosensitivity PMID1	Triplosensitivity PMID2	Triplosensitivity PMID3	Triplosensitivity PMID4	Triplosensitivity PMID5	Triplosensitivity PMID6	Date Last Evaluated	Haploinsufficiency Disease ID	Triplosensitivity Disease ID
ISCA-46539	Xp11.23 population region (gnomAD-SV_v2.1_DEL_X_186156)	Xp11.23	chrX:48731681-48741413	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46538	22q13.1 population region (gnomAD-SV_v2.1_DEL_22_182715)	22q13.1	chr22:39432695-39462831	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46536	22q11.23 population region (gnomAD-SV_v2.1_DEL_22_181680)	22q11.23	chr22:24389515-24399377	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46535	22q11.23 population region (gnomAD-SV_v2.1_DEL_22_181679)	22q11.23	chr22:24381216-24388218	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46533	22q11.21 population region (gnomAD-SV_v2.1_DEL_22_181532)	22q11.21	chr22:21617700-21624900	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46532	22q11.21 population region (gnomAD-SV_v2.1_DEL_22_181459)	22q11.21	chr22:21733751-21741849	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46529	22q11.21 population region (gnomAD-SV_v2.1_DEL_22_181316)	22q11.21	chr22:19124497-19132925	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46528	21q22.3 population region (gnomAD-SV_v2.1_DEL_21_181010)	21q22.3	chr21:44540434-44542816	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46527	21q11.2 population region (gnomAD-SV_v2.1_DEL_21_178683)	21q11.2	chr21:11984811-12006711	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46526	21q11.2 population region (gnomAD-SV_v2.1_DEL_21_178682)	21q11.2	chr21:11967186-11973187	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46525	21q11.2 population region (gnomAD-SV_v2.1_DEL_21_178681)	21q11.2	chr21:11952386-11958087	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46524	19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173817)	19q13.42	chr19:57950861-57955960	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46523	19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173816)	19q13.42	chr19:57943374-57952862	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46522	19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173812)	19q13.42	chr19:57897705-57906447	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46521	19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173811)	19q13.42	chr19:57884320-57906850	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46520	19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173809)	19q13.42	chr19:57875820-57880821	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46519	19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173807)	19q13.42	chr19:57868818-57875821	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-03		
ISCA-46518	19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173806)	19q13.42	chr19:57860815-57870821	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46517	19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173805)	19q13.42	chr19:57855939-57864419	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46515	19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173802)	19q13.42	chr19:57832939-57838269	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46513	19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173800)	19q13.42	chr19:57827036-57832047	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46512	19q13.42 population region (gnomAD-SV_v2.1_DEL_19_173749)	19q13.42	chr19:57386150-57393581	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46511	19q13.41 population region (gnomAD-SV_v2.1_DEL_19_173549)	19q13.41	chr19:55897306-55904802	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46510	19q13.41 population region (gnomAD-SV_v2.1_DEL_19_173445)	19q13.41	chr19:54719729-54734428	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46509	19q13.41 population region (gnomAD-SV_v2.1_DEL_19_173443)	19q13.41	chr19:54713426-54724830	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46508	19q13.31 population region (gnomAD-SV_v2.1_DEL_19_172626)	19q13.31	chr19:46017448-46032467	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46507	19q13.31 population region (gnomAD-SV_v2.1_DEL_19_172625)	19q13.31	chr19:46017415-46081125	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46506	19q13.12 population region (gnomAD-SV_v2.1_DEL_19_172006)	19q13.12	chr19:37904831-37917113	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46505	19p13.2 population region (gnomAD-SV_v2.1_DUP_19_46817)	19p13.2	chr19:7009461-7050494	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-04		
ISCA-46504	17q21.31 population region (gnomAD-SV_v2.1_DEL_17_160670)	17q21.31	chr17:47422203-47437202	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46503	17q21.31 population region (gnomAD-SV_v2.1_DEL_17_160664)	17q21.31	chr17:47188527-47194527	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46502	17q21.31 population region (gnomAD-SV_v2.1_DEL_17_160663)	17q21.31	chr17:47185829-47203080	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46501	17q21.31 population region (gnomAD-SV_v2.1_DEL_17_160662)	17q21.31	chr17:47183730-47190329	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46500	17q21.31 population region (gnomAD-SV_v2.1_DEL_17_160659)	17q21.31	chr17:47166344-47171639	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46499	17q21.31 population region (gnomAD-SV_v2.1_DEL_17_160658)	17q21.31	chr17:47153645-47164645	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46498	17q21.2 population region (gnomAD-SV_v2.1_DUP_17_44064)	17q21.2	chr17:42231248-42238570	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-04		
ISCA-46496	17q21.2 population region (gnomAD-SV_v2.1_DEL_17_160287)	17q21.2	chr17:42093551-42104499	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46495	17p11.2 population region (gnomAD-SV_v2.1_DEL_17_159095)	17p11.2	chr17:19049390-19088393	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46494	17p11.2 population region (gnomAD-SV_v2.1_DEL_17_159047)	17p11.2	chr17:18373515-18508666	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46493	16q22.1 population region (gnomAD-SV_v2.1_DUP_16_42449)	16q22.1	chr16:75870175-76020055	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-04		
ISCA-46491	16p11.2 population region (gnomAD-SV_v2.1_DUP_16_42022)	16p11.2	chr16:32396133-32472128	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-04		
ISCA-46490	16p11.2 population region (gnomAD-SV_v2.1_DEL_16_153573)	16p11.2	chr16:29034245-29041257	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46489	16p11.2 population region (gnomAD-SV_v2.1_DEL_16_153568)	16p11.2	chr16:28984461-29040272	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-04		
ISCA-46488	16p12.3 population region (gnomAD-SV_v2.1_DEL_16_152900)	16p12.3	chr16:18328385-18334387	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46487	16p13.11 population region (gnomAD-SV_v2.1_DEL_16_152730)	16p13.11	chr16:16241296-16276048	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-23		
ISCA-46482	15q14 population region (gnomAD-SV_v2.1_DEL_15_146739)	15q14	chr15:32239847-32386373	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46481	15q14 population region (gnomAD-SV_v2.1_DEL_15_146738)	15q14	chr15:32223653-32370043	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46480	15q13.3 population region (gnomAD-SV_v2.1_DEL_15_146627)	15q13.3	chr15:30390467-30402274	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46479	15q13.3 population region (gnomAD-SV_v2.1_DEL_15_146625)	15q13.3	chr15:30369283-30402274	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46478	15q13.3 population region (gnomAD-SV_v2.1_DEL_15_146614)	15q13.3	chr15:30279338-30284339	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46477	15q13.3 population region (gnomAD-SV_v2.1_DEL_15_146612)	15q13.3	chr15:30248337-30259447	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46476	15q13.3 population region (gnomAD-SV_v2.1_DEL_15_146609)	15q13.3	chr15:30197323-30202324	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46475	15q13.3 population region (gnomAD-SV_v2.1_DUP_15_39790)	15q13.3	chr15:30195098-30238587	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-09		
ISCA-46474	15q13.2 population region (gnomAD-SV_v2.1_DEL_15_146467)	15q13.2	chr15:28348994-28384092	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46473	15q13.2 population region (gnomAD-SV_v2.1_DEL_15_146464)	15q13.2	chr15:28326245-28354148	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46472	15q13.2 population region (gnomAD-SV_v2.1_DEL_15_146452)	15q13.2	chr15:28194068-28226275	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46471	15q13.2 population region (gnomAD-SV_v2.1_DEL_15_146453)	15q13.2	chr15:27932524-28384092	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46470	15q13.2 population region (gnomAD-SV_v2.1_DEL_15_146428)	15q13.2	chr15:27881465-27938027	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46469	15q11.2 population region (gnomAD-SV_v2.1_DEL_15_145837)	15q11.2	chr15:19817112-19831344	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46468	15q11.2 population region (gnomAD-SV_v2.1_DEL_15_145826)	15q11.2	chr15:18435753-18452104	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46466	12q12 population region (gnomAD-SV_v2.1_DEL_12_127735)	12q12	chr12:40433038-40434696	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46465	12p11.23 population region (gnomAD-SV_v2.1_DEL_12_126677)	12p11.23	chr12:27366882-27373901	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46461	12p13.31 population region (gnomAD-SV_v2.1_DUP_12_33971)	12p13.31	chr12:8222921-8252373	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-09		
ISCA-46460	11q14.3 population region (gnomAD-SV_v2.1_DEL_11_121860)	11q14.3	chr11:89949918-89970310	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46459	11q14.3 population region (gnomAD-SV_v2.1_DUP_11_33042)	11q14.3	chr11:89706586-89840570	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-09		
ISCA-46458	11q11 population region (gnomAD-SV_v2.1_DEL_11_119564)	11q11	chr11:55535056-55614818	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46457	11q11 population region (gnomAD-SV_v2.1_DEL_11_119505)	11q11	chr11:55201700-55208638	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-09		
ISCA-46456	11p15.4 population region (gnomAD-SV_v2.1_DEL_11_116241)	11p15.4	chr11:7847994-7870241	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46455	11p15.4 population region (gnomAD-SV_v2.1_DEL_11_116124)	11p15.4	chr11:5910682-5920163	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46453	10q22.3 population region (gnomAD-SV_v2.1_DEL_10_112166)	10q22.3	chr10:80714081-80720392	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46452	10q11.23 population region (gnomAD-SV_v2.1_DEL_10_110230)	10q11.23	chr10:51061635-51069724	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46451	10q11.23 population region (gnomAD-SV_v2.1_DEL_10_110229)	10q11.23	chr10:51055632-51062836	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46450	10q11.23 population region (gnomAD-SV_v2.1_DEL_10_110225)	10q11.23	chr10:50951889-50984541	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46449	10q11.23 population region (gnomAD-SV_v2.1_DEL_10_110224)	10q11.23	chr10:50948187-50954491	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46448	10q11.23 population region (gnomAD-SV_v2.1_DEL_10_110223)	10q11.23	chr10:50941737-50947288	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46447	10q11.23 population region (gnomAD-SV_v2.1_DEL_10_110222)	10q11.23	chr10:50935586-50940688	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46446	10q11.23 population region (gnomAD-SV_v2.1_DEL_10_110221)	10q11.23	chr10:50929585-50934986	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46445	10q11.23 population region (gnomAD-SV_v2.1_DEL_10_110193)	10q11.23	chr10:74540125-74551642	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46444	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_110072)	10q11.22	chr10:47822005-47827878	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46443	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_110044)	10q11.22	chr10:48378662-48384663	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46442	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_110043)	10q11.22	chr10:48390662-48398463	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46441	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_110040)	10q11.22	chr10:47687042-47737043	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46440	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_110031)	10q11.22	chr10:51054018-51072939	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46439	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_110022)	10q11.22	chr10:50966549-50971950	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46438	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_110021)	10q11.22	chr10:50961597-50968748	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46437	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_110019)	10q11.22	chr10:50930247-50953052	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46436	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_110016)	10q11.22	chr10:47263681-47269382	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46435	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_110001)	10q11.22	chr10:48878287-48883384	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46434	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_110000)	10q11.22	chr10:48858215-48868407	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46433	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_109999)	10q11.22	chr10:47259111-47264212	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46432	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_109998)	10q11.22	chr10:47263811-47268812	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46431	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_109958)	10q11.22	chr10:46724211-46760474	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46430	10q11.22 population region (gnomAD-SV_v2.1_DEL_10_109954)	10q11.22	chr10:46696266-46711419	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46429	10p12.33 population region (gnomAD-SV_v2.1_DEL_10_108289)	10p12.33	chr10:17857266-17865343	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46428	10p12.33 population region (gnomAD-SV_v2.1_DEL_10_108288)	10p12.33	chr10:17848163-17860443	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46427	10p12.33 population region (gnomAD-SV_v2.1_DEL_10_108283)	10p12.33	chr10:17857320-17871097	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46426	10p12.33 population region (gnomAD-SV_v2.1_DEL_10_108282)	10p12.33	chr10:17845327-17857321	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46425	9q34.3 population region (gnomAD-SV_v2.1_DEL_9_106704)	9q34.3	chr9:148273491-148281143	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46423	9q21.11 population region (gnomAD-SV_v2.1_DUP_9_27462)	9q21.11	chr9:41897024-41920793	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-17		
ISCA-46421	9q21.11 population region (gnomAD-SV_v2.1_DEL_9_102461)	9q21.11	chr9:79678910-79695091	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46420	9q21.11 population region (gnomAD-SV_v2.1_DEL_9_102460)	9q21.11	chr9:79658759-79665195	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-10		
ISCA-46417	9q12 population region (gnomAD-SV_v2.1_DEL_9_102303)	9q12	chr9:39381771-39393861	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46416	9p11.1 population region (gnomAD-SV_v2.1_DEL_9_102297)	9p11.1	chr9:43451982-43462545	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46415	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102296)	9p11.2	chr9:43443895-43448902	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46414	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102294)	9p11.2	chr9:43426034-43445022	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46413	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102236)	9p11.2	chr9:79484165-79506174	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46412	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102187)	9p11.2	chr9:79507599-79525500	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46411	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102099)	9p11.2	chr9:44123970-44129070	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46410	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102097)	9p11.2	chr9:44131873-44150880	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46409	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102096)	9p11.2	chr9:44264992-44345942	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46408	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102085)	9p11.2	chr9:44210398-44227902	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46407	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102049)	9p11.2	chr9:79061059-79066302	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46403	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102043)	9p11.2	chr9:78946153-78995156	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46402	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102042)	9p11.2	chr9:78941296-78949698	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46401	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102036)	9p11.2	chr9:78879274-78884465	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46400	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102035)	9p11.2	chr9:78869456-78884473	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46399	9p11.2 population region (gnomAD-SV_v2.1_DEL_9_102032)	9p11.2	chr9:78854103-78873443	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46395	9p12 population region (gnomAD-SV_v2.1_DEL_9_101967)	9p12	chr9:40233816-40244676	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46393	9p12 population region (gnomAD-SV_v2.1_DEL_9_101915)	9p12	chr9:43738547-43744549	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46392	9p13.1 population region (gnomAD-SV_v2.1_DEL_9_101840)	9p13.1	chr9:79061964-79068877	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46391	9p24.3 population region (gnomAD-SV_v2.1_DUP_9_26178)	9p24.3	chr9:106135-120121	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-11		
ISCA-46390	8q24.3 population region (gnomAD-SV_v2.1_DEL_8_98285)	8q24.3	chr8:145424813-145447613	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-17		
ISCA-46389	8q24.3 population region (gnomAD-SV_v2.1_DEL_8_98283)	8q24.3	chr8:145426716-145446299	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46388	8p23.1 population region (gnomAD-SV_v2.1_DEL_8_89725)	8p23.1	chr8:12713272-12733117	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46387	8p23.1 population region (gnomAD-SV_v2.1_DUP_8_23819)	8p23.1	chr8:12673826-12719473	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-11		
ISCA-46386	8p23.1 population region (gnomAD-SV_v2.1_DEL_8_89706)	8p23.1	chr8:7624034-7630034	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46385	8p23.1 population region (gnomAD-SV_v2.1_DEL_8_89703)	8p23.1	chr8:7665689-7687695	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46384	8p23.1 population region (gnomAD-SV_v2.1_DEL_8_89357)	8p23.1	chr8:12094694-12100545	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46383	8p23.1 population region (gnomAD-SV_v2.1_DEL_8_89356)	8p23.1	chr8:12087442-12112544	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46382	8p23.1 population region (gnomAD-SV_v2.1_DEL_8_89355)	8p23.1	chr8:12033476-12042553	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46381	8p23.1 population region (gnomAD-SV_v2.1_DUP_8_23708)	8p23.1	chr8:12025475-12031576	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-17		
ISCA-46380	8p23.1 population region (gnomAD-SV_v2.1_DEL_8_89353)	8p23.1	chr8:12024975-12052931	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46376	7q34 population region (gnomAD-SV_v2.1_DEL_7_87016)	7q34	chr7:143380722-143409758	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46375	7q34 population region (gnomAD-SV_v2.1_DEL_7_87015)	7q34	chr7:143370303-143396241	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-11		
ISCA-46374	7q22.1 population region (gnomAD-SV_v2.1_DEL_7_84412)	7q22.1	chr7:103972357-104005515	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46373	7q22.1 population region (gnomAD-SV_v2.1_DEL_7_84190)	7q22.1	chr7:101103269-101105441	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46372	7q11.23 population region (gnomAD-SV_v2.1_DEL_7_82638)	7q11.23	chr7:76257156-76266164	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46371	7q11.23 population region (gnomAD-SV_v2.1_DEL_7_82637)	7q11.23	chr7:76241156-76247362	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46370	7q11.23 population region (gnomAD-SV_v2.1_DEL_7_82636)	7q11.23	chr7:76209157-76216159	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46369	7q11.23 population region (gnomAD-SV_v2.1_DEL_7_82621)	7q11.23	chr7:76011479-76017980	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46368	7q11.21 population region (gnomAD-SV_v2.1_DEL_7_81890)	7q11.21	chr7:66868181-66901239	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46367	7p22.1 population region (gnomAD-SV_v2.1_DEL_7_77893)	7p22.1	chr7:6898494-6906690	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46366	7p22.1 population region (gnomAD-SV_v2.1_DEL_7_77769)	7p22.1	chr7:6055121-6060128	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46365	7p22.1 population region (gnomAD-SV_v2.1_DEL_7_77765)	7p22.1	chr7:6019120-6031122	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46364	5q35.3 population region (gnomAD-SV_v2.1_DEL_5_65880)	5q35.3	chr5:181924346-181993195	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46363	5q35.3 population region (gnomAD-SV_v2.1_DEL_5_65831)	5q35.3	chr5:181504502-181560010	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46362	5q31.3 population region (gnomAD-SV_v2.1_DEL_5_63328)	5q31.3	chr5:141367878-141384671	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46361	5q13.2 population region (gnomAD-SV_v2.1_DEL_5_58900)	5q13.2	chr5:71487894-71496588	40	Dosage sensitivity unlikely							0	No evidence available							2021-08-12		
ISCA-46360	5q13.2 population region (gnomAD-SV_v2.1_DUP_5_15442)	5q13.2	chr5:71485418-71564876	0	No evidence available							40	Dosage sensitivity unlikely							2021-08-12		
