#NR_SVs chm13
#chr	outermost_start	outermost_stop	variant_count	variant_type	method	analysis	platform	study	variant	clinical_assertion	clinvar_accession	bin_size
chr2	166656203	166661905	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17171663	Pathogenic	RCV001387896.1;VCV001074563.1	medium
chr2	166656213	166657425	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18789522	Pathogenic	RCV003113162.2;VCV002424581.2	medium
chr2	166683974	166700100	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18789523	Pathogenic	RCV003113163.2;VCV002424582.2	medium
chr2	166686094	166769214	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18789524	Pathogenic	RCV003113164.2;VCV002424583.2	medium
chr2	166720004	166730153	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18789527	Likely pathogenic	RCV003113167.2;VCV002424586.2	medium
chr2	169398102	169399303	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16212244	Pathogenic	RCV001032923.2;VCV000832436.2	medium
chr2	169401636	169401862	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18788298	Likely pathogenic	RCV003107738.2;VCV002424755.2	medium
chr2	169401646	169401852	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17172332	Likely pathogenic	RCV001379681.1;VCV001068206.1	medium
chr2	169405155	169407023	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16091914	Likely pathogenic	RCV000997723.10;VCV000809205.16	medium
chr2	169409664	169409925	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16214272	Pathogenic	RCV001032877.2;VCV000832388.2	medium
chr2	169432447	169432631	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17172278	Likely pathogenic	RCV001379111.2;VCV001067763.2	medium
chr2	169438689	169442998	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17971528	Pathogenic	RCV001956249.4;VCV001458203.4	medium
chr2	169442964	169448303	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15605995	Pathogenic	RCV000767833.1;VCV000625825.1	medium
chr2	169462168	169471560	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17172333	Likely pathogenic	RCV001379682.2;VCV001068207.2	medium
chr2	169489334	169492881	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18788297	Pathogenic	RCV003107737.1;VCV002424754.1	medium
chr2	169653779	169696503	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17976187	Likely pathogenic	RCV002222971.1;VCV001677113.1	medium
chr2	169753786	169756601	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17649879	Likely pathogenic	RCV001536046.2;VCV001179162.2	medium
chr2	169838301	170002927	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17971554	Pathogenic	RCV001956366.8;VCV001458428.30	medium
chr2	169953895	169959809	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18792556	Pathogenic	RCV003150847.2;VCV002443002.2	medium
chr2	169956167	169956245	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17972281	Pathogenic	RCV001972559.2;VCV001457102.2	medium
chr2	169970094	169971096	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18790047	Pathogenic	RCV003113702.2;VCV002427373.2	medium
chr2	169970114	169971076	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16214142	Pathogenic	RCV001032683.1;VCV000832168.1	medium
chr2	169975919	169985680	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15128616	Likely pathogenic	RCV000498998.2;VCV000431745.2	medium
chr2	169980315	169981822	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17972467	Pathogenic	RCV001975260.5;VCV001459591.5	medium
chr2	170578906	171720759	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15119962	Pathogenic	RCV000054126.7;VCV000060252.1	large
chr2	170884788	186678852	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15131793	Pathogenic	RCV000054127.5;VCV000060253.1	large
chr2	170921300	172536474	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15121124	Pathogenic	RCV000052553.7;VCV000058765.1	large
chr2	171145015	178312213	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17976494	Pathogenic	RCV002264898.1;VCV001695396.1	large
chr2	171620198	182399424	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16867378	Pathogenic	RCV001352646.1;VCV001047877.1	large
chr2	171906373	189668801	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15136250	Pathogenic	RCV000136850.5;VCV000147692.2	large
chr2	171990203	178336653	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15137588	Pathogenic	RCV000139646.5;VCV000150849.2	large
chr2	172265020	172265396	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16207685	Pathogenic	RCV001004098.2;VCV000813326.2	medium
chr2	172290785	172292688	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17971808	Pathogenic	RCV001959112.5;VCV001459662.5	medium
chr2	172311336	172322077	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18841835	Pathogenic	RCV003327635.1;VCV002579196.1	medium
chr2	172346508	172346690	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18789670	Pathogenic	RCV003113316.2;VCV002424734.2	medium
chr2	172852976	176849312	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15133157	Pathogenic	RCV000052554.6;VCV000058766.1	large
chr2	173160700	186025941	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15774888	Pathogenic	RCV000846537.2;VCV000685829.2	large
chr2	173266416	178080286	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15132565	Pathogenic	RCV000050765.5;VCV000057130.1	large
chr2	173363363	178033928	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15152709	Pathogenic	RCV000682153.1;VCV000562664.1	large
chr2	173624428	180888103	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15129038	Pathogenic	RCV000453939.2;VCV000400797.2	large
chr2	173711453	173726141	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15123236	Pathogenic	RCV000210488.3;VCV000224905.2	medium
chr2	173859813	181223087	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15162606	Pathogenic	RCV000740710.2;VCV000604074.2	large
chr2	173894341	178184751	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15121125	Pathogenic	RCV000052555.6;VCV000058767.1	large
chr2	174185580	176074767	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15133597	Pathogenic	RCV000052556.6;VCV000058768.2	large
chr2	174200139	175956161	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15139179	Pathogenic	RCV000142878.4;VCV000154811.2	large
chr2	174208297	176047883	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15124315	Likely pathogenic	RCV000240261.1;VCV000253337.1	large
chr2	174311656	195142205	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16207862	Pathogenic	RCV001005359.1;VCV000814347.1	large
chr2	174724882	181679041	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15139319	Pathogenic	RCV000143597.5;VCV000155530.2	large
chr2	174767321	180618255	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18330310	Pathogenic	RCV002474570.1;VCV001808725.1	large
chr2	175123209	189489808	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15136255	Pathogenic	RCV000136861.5;VCV000147705.2	large
chr2	175202547	175241366	2	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15776084;nssv15776503	Pathogenic	RCV000848586.2;VCV000687895.2;RCV000849431.2;VCV000688740.2	medium
chr2	175236308	175243129	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15129231	Pathogenic	RCV000536086.1;VCV000466174.1	medium
chr2	175236820	175243149	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17171918	Pathogenic	RCV001390370.2;VCV001076455.2	medium
chr2	175236840	175253099	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17971895	Pathogenic	RCV001960680.2;VCV001454489.2	medium
chr2	175243071	175243192	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18786191	Pathogenic	RCV003043768.1;VCV002125739.1	medium
chr2	175387604	204423436	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15146209	Pathogenic	RCV000050980.5;VCV000057301.1	large
chr2	175511511	176613056	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15130774	Pathogenic	RCV000515569.3;VCV000446338.3	large
chr2	175934525	178710687	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15776287	Pathogenic	RCV000849015.2;VCV000688324.2	large
chr2	176418229	178111838	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15605948	Pathogenic	RCV000767781.1;VCV000625773.1	large
chr2	176563398	176644399	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15135724	Pathogenic	RCV000137847.6;VCV000148781.2	medium
chr2	176574883	193690339	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15138862	Pathogenic	RCV000143484.5;VCV000155417.2	large
chr2	176581012	176597270	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18789308	Pathogenic	RCV003111345.1;VCV002423203.2	medium
chr2	176675449	181633553	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15127961	Pathogenic	RCV000451674.2;VCV000399158.2	large
chr2	176792571	202520661	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15146426	Pathogenic	RCV000052558.4;VCV000058770.1	large
chr2	176932153	195995155	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15139744	Pathogenic	RCV000239432.2;VCV000252975.2	large
chr2	177703142	178025003	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18326446	Pathogenic	RCV002287840.1;VCV001708467.1	medium
chr2	178310332	195610643	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15138204	Pathogenic	RCV000141735.4;VCV000153288.2	large
chr2	178315785	178499393	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15139450	Likely pathogenic	RCV000142011.5;VCV000153724.2	medium
chr2	178356630	199009305	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15133598	Pathogenic	RCV000052559.4;VCV000058771.1	large
chr2	178378338	178429278	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15145455	Likely pathogenic	RCV000754235.1;VCV000545251.1	medium
chr2	178914889	179136326	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18791825	Likely pathogenic	RCV003105734.2;VCV002424039.4	medium
chr2	178987743	179089577	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15129462	Likely pathogenic	RCV000677985.2;VCV000560108.2	medium
chr2	179011048	179026929	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15131005	Likely pathogenic	RCV000643924.2;VCV000535754.1	medium
chr2	179021592	179273831	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15605949	Likely pathogenic	RCV000767782.1;VCV000625774.1	medium
chr2	179023513	179026177	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18791834	Likely pathogenic	RCV003105743.2;VCV002424048.2	medium
chr2	179025966	179057343	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18791833	Likely pathogenic	RCV003105742.2;VCV002424047.4	medium
chr2	179036373	179120188	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18841847	Pathogenic	RCV003327626.1;VCV002579187.1	medium
chr2	179037860	179133073	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973635	Likely pathogenic	RCV002029078.5;VCV001504816.6	medium
chr2	179042858	179047308	2	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15770656;nssv18326521	Likely pathogenic	RCV000813747.2;VCV000657182.3;RCV002345854.1;VCV000657182.3	medium
chr2	179043870	179163023	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18791831	Likely pathogenic	RCV003105740.2;VCV002424045.4	medium
chr2	179043923	179214279	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18791836	Likely pathogenic	RCV003105745.1;VCV002424050.4	medium
chr2	179044403	179187994	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18791828	Likely pathogenic	RCV003105737.1;VCV002424042.4	medium
chr2	179061384	179287704	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973964	Likely pathogenic	RCV002047876.3;VCV001504747.5	medium
chr2	179363245	185841891	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15120648	Pathogenic	RCV000052560.5;VCV000058772.1	large
chr2	179910842	185113386	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15162617	Pathogenic	RCV000740745.2;VCV000604109.2	large
chr2	181432512	187861311	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15135152	Pathogenic	RCV000137116.4;VCV000148022.2	large
chr2	181981536	183047789	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15121129	Pathogenic	RCV000052600.5;VCV000058811.1	large
chr2	182004546	182390641	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15128628	Likely pathogenic	RCV000504885.1;VCV000438234.1	medium
chr2	182026817	182147219	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16213478	Pathogenic	RCV001031718.1;VCV000831134.1	medium
chr2	182034836	182034952	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16213970	Pathogenic	RCV001032416.2;VCV000831889.2	medium
chr2	182038687	182064044	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17172616	Pathogenic	RCV001382011.1;VCV001070010.1	medium
chr2	182038694	182064034	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18787333	Pathogenic	RCV003122322.2;VCV002423494.2	medium
chr2	182055556	182056264	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16213147	Pathogenic	RCV001031230.2;VCV000830611.2	medium
chr2	182092167	182094033	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17973861	Likely pathogenic	RCV002042770.2;VCV001501279.2	medium
chr2	182093946	182094228	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18787332	Pathogenic	RCV003122321.2;VCV002423493.2	medium
chr2	182093956	182094218	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16212620	Likely pathogenic	RCV001033609.1;VCV000833151.1	medium
chr2	182248490	192503980	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15135798	Pathogenic	RCV000138253.5;VCV000149200.2	large
chr2	183414730	183650165	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17971243	Pathogenic	RCV001951515.1;VCV001460270.1	medium
chr2	185319485	185372880	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15145456	Likely pathogenic	RCV000754236.1;VCV000545252.1	medium
chr2	185321597	212617960	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17976941	Pathogenic	RCV002280608.1;VCV001703524.1	large
chr2	185980935	188530938	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15755168	Pathogenic	RCV000787402.2;VCV000635896.2	large
chr2	186516478	201542820	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15133754	Pathogenic	RCV000135876.5;VCV000146616.2	large
chr2	186777052	199579840	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18330771	Pathogenic	RCV002472632.1;VCV001807826.1	large
chr2	189114591	200234401	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15162684	Pathogenic	RCV000740789.2;VCV000604153.2	large
chr2	189436405	190178858	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15133969	Pathogenic	RCV000135772.4;VCV000146486.2	medium
chr2	189463380	190069719	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15130231	Pathogenic	RCV000634741.1;VCV000529340.1	medium
chr2	189463390	189574628	2	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17171681;nssv18792661	Pathogenic;Likely pathogenic	RCV001388019.8;VCV001066734.4;RCV003154027.6;VCV001066734.4	medium
chr2	189463390	190069887	2	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16213305;nssv17172937	Pathogenic	RCV001031462.3;VCV000830862.4;RCV001386250.3;VCV000830862.4	medium
chr2	189463400	189463498	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18786621	Pathogenic	RCV003119287.2;VCV002422337.4	medium
chr2	189463400	189668837	2	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18786624;nssv18788422	Pathogenic	RCV003119290.2;VCV002422340.5;RCV003109227.2;VCV002422340.5	medium
chr2	189478264	189485172	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15120208	Pathogenic	RCV000018747.24;VCV000017207.1	medium
chr2	189480324	189481105	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17171682	Pathogenic	RCV001388020.2;VCV001074656.2	medium
chr2	189483818	189487337	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv8639664	Pathogenic	RCV000087371.2;VCV000101134.2	medium
chr2	189483890	189483946	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv8639709	Pathogenic	RCV000087707.2;VCV000101468.2	medium
chr2	189484972	189485365	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18786622	Pathogenic	RCV003119288.1;VCV002422338.1	medium
chr2	189485294	189490799	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16867445	Pathogenic	RCV000087467.2;VCV000101230.2	medium
chr2	189485367	189486441	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15768609	Pathogenic	RCV000087538.2;VCV000101300.2	medium
chr2	189489574	189496298	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16867444	Pathogenic	RCV000087465.2;VCV000101228.2	medium
chr2	189490131	189496947	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16867446	Pathogenic	RCV000087643.2;VCV000101405.2	medium
chr2	189490346	189494853	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15147219	Pathogenic	RCV000087513.2;VCV000101275.2	medium
chr2	189494454	189497206	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15776779	Pathogenic	RCV000087653.2;VCV000101415.2	medium
chr2	189494921	189495939	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15776780	Pathogenic	RCV000087586.2;VCV000101348.2	medium
chr2	189531511	189577938	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16252223	Likely pathogenic	RCV001255621.3;VCV000977757.3	medium
chr2	189534010	209083163	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18330068	Pathogenic	RCV002473800.1;VCV001808483.1	large
chr2	189537296	189542276	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17972888	Likely pathogenic	RCV001992183.3;VCV001497020.5	medium
chr2	189969838	199831617	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16252261	Pathogenic	RCV001255693.2;VCV000977790.2	large
chr2	190318243	190343303	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15122192	Pathogenic	RCV000141070.3;VCV000152531.1	medium
chr2	191374581	201913437	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15152822	Pathogenic	RCV000682165.1;VCV000562676.1	large
chr2	191459810	191637309	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18788279	Pathogenic	RCV003107718.2;VCV002424633.2	medium
chr2	193161612	201646459	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15152716	Pathogenic	RCV000682162.1;VCV000562673.1	large
chr2	193427212	216190385	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15145974	Pathogenic	RCV000141254.5;VCV000152738.2	large
chr2	194208216	201371149	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15141794	Pathogenic	RCV000446984.3;VCV000394652.3	large
chr2	195000493	199029762	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15132676	Pathogenic	RCV000051092.5;VCV000057395.1	large
chr2	195407359	200150058	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15776705	Pathogenic	RCV000849862.2;VCV000689171.2	large
chr2	195852941	200697908	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15142564	Likely pathogenic	RCV000511225.2;VCV000443893.2	large
chr2	196144934	204451377	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15148041	Pathogenic	RCV000135341.6;VCV000146015.3	large
chr2	196200987	200565894	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15124134	Pathogenic	RCV000240401.1;VCV000253668.1	large
chr2	196978379	201002218	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16296948	Pathogenic	RCV001263250.1;VCV000983310.1	large
chr2	197072377	197084876	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15145457	Likely pathogenic	RCV000754237.1;VCV000545253.1	medium
chr2	197205812	200412778	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17969800	Pathogenic	RCV002053272.3;VCV001526940.3	large
chr2	197609176	200225385	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15138416	Pathogenic	RCV000142513.5;VCV000154446.2	large
chr2	197883684	202570261	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15147306	Likely pathogenic	RCV000135665.6;VCV000146362.2	large
chr2	198189766	198190033	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15161523	Pathogenic	RCV000087059.3;VCV000100659.1	medium
chr2	198472136	200969179	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15772876	Pathogenic	RCV000848515.2;VCV000687824.2	large
chr2	198508770	199973164	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15120659	Pathogenic	RCV000052602.4;VCV000058813.1	large
chr2	198980052	199909536	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15136400	Pathogenic	RCV000138872.4;VCV000149934.2	medium
chr2	199251177	202834864	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15146699	Pathogenic	RCV000136596.5;VCV000147402.2	large
chr2	199613639	200218801	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15152660	Pathogenic	RCV000682091.1;VCV000562602.1	medium
chr2	199756245	199939832	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17171876	Pathogenic	RCV001390058.2;VCV001076235.2	medium
chr2	199773784	199875005	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15162298	Pathogenic	RCV000740840.2;VCV000604204.2	medium
chr2	199785284	199824567	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17969802	Pathogenic	RCV002053274.3;VCV001526942.3	medium
chr2	199792797	199939812	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18786700	Pathogenic	RCV003119545.2;VCV002426107.2	medium
chr2	199832689	199852953	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15605950	Pathogenic	RCV000767783.1;VCV000625775.1	medium
chr2	199832732	199917540	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15145159	Pathogenic	RCV000708533.2;VCV000584397.2	medium
chr2	199841306	199887788	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16254897	Pathogenic	RCV001258570.1;VCV000979394.1	medium
chr2	199858198	199865632	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15138713	Likely pathogenic	RCV000143127.5;VCV000155060.2	medium
chr2	199865299	200025226	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17957266	Pathogenic	RCV001834543.1;VCV001341312.1	medium
chr2	200420898	210512632	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15148999	Pathogenic	RCV000143301.5;VCV000155234.2	large
chr2	200430120	210465912	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15148911	Pathogenic	RCV000141076.4;VCV000152538.1	large
chr2	200469960	208669649	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17969803	Pathogenic	RCV002053275.3;VCV001526943.3	large
chr2	200725287	204518718	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv16207659	Pathogenic	RCV001004033.1;VCV000813263.1	large
chr2	200830299	201639858	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15135097	Pathogenic	RCV000136891.5;VCV000147739.2	medium
chr2	201562325	204441488	3	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17971077;nssv17971078;nssv18787098	Pathogenic	RCV001950955.3;VCV001456057.8;RCV001950956.5;VCV001456057.8;RCV003120780.2;VCV001456057.8	large
chr2	201568638	201569215	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15124560	Likely pathogenic	RCV000240070.1;VCV000253348.1	medium
chr2	201712369	201767272	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15770760	Pathogenic	RCV000816628.2;VCV000659600.2	medium
chr2	202018082	202377656	1	copy_number_loss	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15146430	Pathogenic	RCV000052606.4;VCV000058817.1	medium
chr2	202082383	202124052	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv17172864	Pathogenic	RCV001384882.1;VCV001072229.1	medium
chr2	202099552	202128477	1	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv15144745	Pathogenic	RCV000708267.2;VCV000584058.2	medium
chr2	202117380	202249802	2	deletion	Multiple	Multiple	NA	Clinical_Structural_Variants	nssv18787423;nssv18791514	Pathogenic	RCV003122416.1;VCV002423585.2;RCV003105409.1;VCV002423585.2	medium
